Chr	Start	End	Colorval
Renan	1	1020000	white
Renan	1020001	2020000	white
Renan	2020001	3020000	white
Renan	3020001	4020000	gray
Renan	4020001	5020000	gray
Renan	5020001	6180000	black
Renan	6180001	7220000	white
Renan	7220001	8440000	black
Renan	8440001	9540000	gray
Renan	9540001	10620000	gray
Renan	10620001	11620000	gray
Renan	11620001	12620000	gray
Renan	12620001	13640000	gray
Renan	13640001	14640000	gray
Renan	14640001	15640000	gray
Renan	15640001	16640000	gray
Renan	16640001	17640000	gray
Renan	17640001	18640000	black
Renan	18640001	19640000	gray
Renan	19640001	20660000	gray
Renan	20660001	21660000	gray
Renan	21660001	22660000	gray
Renan	22660001	23660000	gray
Renan	23660001	24680000	gray
Renan	24680001	25680000	black
Renan	25680001	26700000	gray
Renan	26700001	27700000	gray
Renan	27700001	28700000	white
Renan	28700001	29720000	white
Renan	29720001	30820000	white
Renan	30820001	31820000	white
Renan	31820001	32920000	white
Renan	32920001	34200000	white
Renan	34200001	35200000	white
Renan	35200001	36200000	purple
Renan	36200001	37220000	purple
Renan	37220001	38220000	purple
Renan	38220001	39220000	white
Renan	39220001	40340000	white
Renan	40360001	41380000	white
Renan	41380001	42380000	orange
Renan	42380001	43420000	orange
Renan	43420001	44420000	orange
Renan	44420001	45500000	white
Renan	45500001	46500000	white
Renan	46500001	47500000	white
Renan	47500001	48500000	white
Renan	48500001	49520000	white
Renan	49520001	50520000	white
Renan	50520001	51520000	white
Renan	51520001	52520000	white
Renan	52520001	53600000	white
Renan	53600001	54600000	white
Renan	54600001	55600000	white
Renan	55600001	56680000	white
Renan	56680001	57700000	white
Renan	57700001	58720000	white
Renan	58720001	59720000	black
Renan	59720001	60720000	gray
Renan	60720001	61780000	gray
Renan	61780001	62900000	gray
Renan	62900001	63900000	gray
Renan	63900001	64900000	gray
Renan	64900001	65920000	gray
Renan	65920001	66940000	gray
Renan	66940001	67980000	gray
Renan	67980001	68980000	gray
Renan	68980001	70100000	gray
Renan	70100001	71100000	gray
Renan	71100001	72120000	gray
Renan	72120001	73120000	gray
Renan	73120001	74120000	gray
Renan	74120001	75120000	gray
Renan	75120001	76140000	gray
Renan	76140001	77140000	gray
Renan	77140001	78140000	gray
Renan	78140001	79140000	gray
Renan	79140001	80200000	gray
Renan	80200001	81260000	gray
Renan	81260001	82260000	gray
Renan	82260001	83280000	gray
Renan	83280001	84420000	gray
