Chr	Start	End	Colorval
Renan	1	1000000	white
Renan	1000001	2000000	white
Renan	2000001	3140000	white
Renan	3140001	4140000	white
Renan	4140001	5140000	white
Renan	5140001	6140000	white
Renan	6140001	7180000	white
Renan	7180001	8240000	white
Renan	8240001	9240000	white
Renan	9240001	10240000	white
Renan	10240001	11240000	white
Renan	11240001	12320000	white
Renan	12320001	13320000	black
Renan	13320001	14320000	white
Renan	14320001	15380000	white
Renan	15380001	16440000	black
Renan	16440001	17440000	white
Renan	17440001	18680000	white
Renan	18680001	19840000	white
Renan	19840001	20900000	white
Renan	20900001	21900000	white
Renan	21900001	22900000	white
Renan	22900001	23940000	white
Renan	23940001	24940000	white
Renan	24940001	25940000	white
Renan	25940001	26940000	white
Renan	26940001	27960000	white
Renan	27960001	28960000	white
Renan	28960001	29960000	white
Renan	29960001	30960000	white
Renan	30960001	31960000	white
Renan	31960001	33060000	white
Renan	33060001	34080000	white
Renan	34080001	35160000	gray
Renan	35160001	36160000	gray
Renan	36160001	37160000	salmon
Renan	37160001	38300000	white
Renan	38300001	39300000	salmon
Renan	39300001	40300000	white
Renan	40300001	41300000	white
Renan	41300001	42300000	white
Renan	42300001	43300000	white
Renan	43300001	44340000	white
Renan	44340001	45340000	chartreuse
Renan	45340001	46380000	chartreuse
Renan	46380001	47500000	white
Renan	47500001	48500000	white
Renan	48500001	49500000	white
Renan	49500001	50500000	black
Renan	50500001	51500000	black
Renan	51500001	52500000	white
Renan	52500001	53500000	white
Renan	53500001	54500000	white
Renan	54500001	55500000	white
Renan	55500001	56500000	white
Renan	56500001	57540000	white
Renan	57540001	58540000	white
Renan	58540001	59540000	white
Renan	59540001	60660000	white
Renan	60660001	61660000	white
Renan	61660001	62740000	white
Renan	62740001	63740000	white
Renan	63740001	64740000	black
Renan	64740001	65740000	salmon
Renan	65740001	66740000	salmon
Renan	66740001	67780000	salmon
Renan	67780001	68780000	gray
Renan	68780001	69780000	salmon
Renan	69780001	70780000	white
Renan	70780001	71780000	purple
Renan	71780001	72780000	purple
Renan	72780001	73780000	purple
Renan	73780001	74780000	purple
Renan	74780001	75780000	purple
