Chr	Start	End	Colorval
Renan	1	1540000	white
Renan	1780001	2780000	white
Renan	2780001	4000000	black
Renan	4000001	5040000	black
Renan	5040001	6080000	black
Renan	6080001	7080000	black
Renan	7080001	8160000	black
Renan	8160001	9160000	white
Renan	9160001	10160000	black
Renan	10160001	11160000	white
Renan	11160001	12160000	white
Renan	12160001	13260000	white
Renan	13260001	14360000	white
Renan	14360001	15360000	white
Renan	15360001	16440000	white
Renan	16440001	17440000	white
Renan	17440001	18440000	white
Renan	18440001	19580000	white
Renan	19580001	20580000	white
Renan	20580001	21600000	black
Renan	21600001	22600000	white
Renan	22600001	23600000	black
Renan	23600001	24600000	black
Renan	24600001	25660000	white
Renan	25660001	26760000	gray
Renan	26760001	27760000	white
Renan	27760001	28760000	white
Renan	28760001	29760000	white
Renan	29760001	30760000	white
Renan	30760001	31760000	white
Renan	31760001	32760000	white
Renan	32760001	33760000	black
Renan	33760001	34760000	white
Renan	34760001	35760000	white
Renan	35760001	36820000	white
Renan	36820001	37880000	white
Renan	37880001	38880000	white
Renan	38880001	39880000	gray
Renan	39880001	40880000	gray
Renan	40880001	41880000	gray
Renan	41880001	42880000	gray
Renan	42880001	43880000	gray
Renan	43880001	45100000	gray
Renan	45100001	46240000	white
Renan	46240001	47240000	white
Renan	47240001	48240000	white
Renan	48240001	49240000	white
Renan	49240001	50240000	white
Renan	50240001	51240000	white
Renan	51240001	52240000	white
Renan	52240001	53240000	white
Renan	53240001	54240000	white
Renan	54240001	55440000	white
Renan	55440001	56440000	white
Renan	56440001	57720000	white
Renan	57720001	58720000	white
Renan	58720001	59760000	white
Renan	59760001	60760000	white
Renan	60760001	61760000	gray
Renan	61760001	62860000	gray
Renan	62860001	63960000	gray
Renan	64000001	65100000	white
Renan	65100001	66100000	white
Renan	66100001	67100000	white
Renan	67100001	68120000	gray
Renan	68120001	69160000	gray
Renan	69160001	70200000	gray
Renan	70200001	71260000	gray
Renan	71260001	72260000	gray
Renan	72260001	73260000	white
Renan	73260001	74260000	gray
Renan	74260001	75320000	gray
Renan	75320001	76320000	white
Renan	76320001	77320000	gray
Renan	77320001	78320000	white
Renan	78320001	79320000	gray
Renan	79320001	80340000	gray
Renan	80340001	81340000	white
Renan	81340001	82380000	white
Renan	82380001	83380000	white
Renan	83380001	84400000	white
Renan	84400001	85400000	white
Renan	85400001	86420000	white
Renan	86420001	87440000	white
Renan	87440001	88440000	gray
Renan	88440001	89460000	gray
Renan	89460001	90460000	gray
Renan	90460001	91460000	gray
Renan	91460001	92460000	gray
Renan	92460001	93540000	gray
Renan	93540001	94600000	gray
Renan	94600001	95600000	gray
Renan	95600001	96600000	gray
Renan	96600001	97600000	gray
Renan	97600001	98640000	white
Renan	98640001	99680000	white
Renan	99680001	100680000	white
Renan	100680001	101680000	white
Renan	101680001	102680000	white
Renan	102680001	103680000	white
Renan	103680001	104720000	white
Renan	104720001	105720000	white
Renan	105720001	106720000	white
Renan	106720001	107740000	white
Renan	107740001	108740000	white
Renan	108740001	109740000	white
Renan	109740001	110740000	white
Renan	110740001	111740000	white
Renan	111740001	112780000	white
Renan	112780001	113780000	white
Renan	113780001	114800000	white
Renan	114800001	115800000	pink
Renan	115800001	116800000	pink
Renan	116800001	117820000	pink
Renan	117820001	118820000	white
Renan	118820001	119820000	maroon
Renan	119820001	120820000	maroon
Renan	120820001	121820000	maroon
Renan	121820001	122820000	maroon
Renan	122820001	123820000	navy
Renan	123820001	124820000	navy
Renan	124820001	125820000	navy
Renan	125820001	126840000	navy
Renan	126840001	127840000	white
Renan	127840001	128840000	white
Renan	128840001	129840000	white
Renan	129840001	130900000	white
Renan	130900001	131980000	white
Renan	131980001	132980000	white
Renan	132980001	133980000	white
Renan	133980001	134980000	white
Renan	134980001	135980000	white
