Chr	Start	End	Colorval
Renan	1	1040000	gray
Renan	1040001	2040000	gray
Renan	2040001	3060000	white
Renan	3060001	4080000	white
Renan	4080001	5080000	gray
Renan	5080001	6080000	gray
Renan	6080001	7100000	gray
Renan	7100001	8160000	gray
Renan	8160001	9160000	gray
Renan	9160001	10420000	gray
Renan	10420001	11420000	gray
Renan	11420001	12420000	gray
Renan	12420001	13420000	gray
Renan	13420001	14480000	gray
Renan	14480001	15540000	gray
Renan	15540001	16560000	gray
Renan	16560001	17560000	gray
Renan	17560001	18600000	gray
Renan	18600001	19600000	gray
Renan	19600001	20600000	gray
Renan	20600001	21620000	gray
Renan	21620001	22620000	gray
Renan	22620001	23680000	gray
Renan	23680001	24680000	gray
Renan	24680001	25680000	gray
Renan	25680001	26700000	gray
Renan	26700001	27700000	gray
Renan	27700001	28700000	gray
Renan	28700001	29740000	gray
Renan	29740001	30740000	gray
Renan	30740001	31760000	gray
Renan	31760001	32760000	gray
Renan	32760001	33760000	gray
Renan	33760001	34760000	gray
Renan	34760001	35780000	gray
Renan	35780001	36780000	gray
Renan	36780001	37780000	gray
Renan	37780001	38800000	gray
Renan	38800001	39840000	gray
Renan	39840001	40900000	gray
Renan	40900001	41940000	gray
Renan	41940001	42940000	gray
Renan	42940001	43980000	gray
Renan	43980001	44980000	gray
Renan	44980001	45980000	gray
Renan	45980001	46980000	gray
Renan	46980001	47980000	gray
Renan	47980001	48980000	gray
Renan	48980001	49980000	gray
Renan	49980001	51100000	gray
Renan	51100001	52100000	gray
Renan	52100001	53100000	gray
Renan	53100001	54100000	gray
Renan	54100001	55100000	gray
Renan	55100001	56140000	gray
Renan	56140001	57140000	gray
Renan	57140001	58160000	gray
Renan	58160001	59160000	gray
Renan	59160001	60160000	gray
Renan	60160001	61320000	gray
Renan	61320001	62340000	gray
Renan	62340001	63420000	gray
Renan	63420001	64440000	gray
Renan	64440001	65440000	gray
Renan	65440001	66460000	gray
Renan	66460001	67460000	gray
Renan	67460001	68460000	gray
Renan	68460001	69500000	gray
Renan	69500001	70500000	gray
Renan	70500001	71500000	gray
Renan	71500001	72500000	gray
Renan	72500001	73500000	gray
Renan	73500001	74500000	gray
Renan	74500001	75500000	gray
Renan	75500001	76500000	gray
Renan	76500001	77500000	gray
Renan	77500001	78520000	gray
Renan	78520001	79520000	gray
Renan	79520001	80520000	gray
Renan	80520001	81540000	gray
Renan	81540001	82540000	gray
Renan	82540001	83580000	gray
Renan	83580001	84600000	gray
Renan	84600001	85600000	gray
Renan	85600001	86620000	gray
Renan	86620001	87680000	gray
Renan	87680001	88700000	gray
Renan	88700001	89700000	gray
Renan	89700001	90700000	gray
Renan	90700001	91700000	gray
Renan	91700001	92700000	gray
Renan	92700001	93700000	gray
Renan	93700001	94740000	gray
Renan	94740001	95800000	gray
Renan	95820001	96900000	gray
Renan	96900001	97900000	gray
Renan	97900001	98900000	gray
Renan	98900001	99900000	gray
Renan	99900001	100900000	gray
Renan	100900001	101900000	gray
Renan	101900001	102900000	gray
Renan	102900001	103900000	gray
Renan	103900001	104900000	gray
Renan	104900001	105900000	gray
Renan	105900001	106920000	gray
Renan	106920001	107920000	gray
Renan	107920001	108940000	gray
Renan	108940001	110000000	gray
Renan	110000001	111000000	gray
Renan	111000001	112000000	gray
Renan	112000001	113000000	gray
Renan	113000001	114000000	gray
Renan	114000001	115000000	gray
Renan	115000001	116060000	gray
Renan	116060001	117100000	gray
Renan	117100001	118120000	gray
Renan	118120001	119180000	gray
Renan	119180001	120200000	gray
Renan	120200001	121200000	gray
Renan	121200001	122200000	gray
Renan	122200001	123200000	gray
Renan	123200001	124200000	gray
Renan	124200001	125340000	black
Renan	125340001	126340000	gray
Renan	126340001	127340000	gray
Renan	127340001	128340000	gray
Renan	128340001	129340000	gray
Renan	129340001	130340000	gray
Renan	130340001	131360000	gray
Renan	131360001	132380000	gray
Renan	132380001	133380000	gray
Renan	133380001	134380000	gray
Renan	134380001	135520000	gray
Renan	135520001	136520000	gray
Renan	136520001	137540000	gray
Renan	137540001	138560000	gray
Renan	138560001	139580000	gray
Renan	139580001	140580000	gray
Renan	140580001	141600000	gray
Renan	141620001	142620000	gray
Renan	142620001	143620000	gray
Renan	143620001	144620000	gray
Renan	144620001	145620000	gray
Renan	145620001	146620000	gray
Renan	146620001	147620000	gray
Renan	147620001	148620000	gray
Renan	148620001	149700000	gray
Renan	149700001	150700000	gray
Renan	150700001	151700000	gray
Renan	151700001	152700000	gray
Renan	152700001	153800000	gray
Renan	153800001	154800000	gray
Renan	154800001	155800000	gray
Renan	155800001	156800000	gray
Renan	156800001	157820000	gray
Renan	157820001	158940000	gray
Renan	158940001	159940000	gray
Renan	159940001	160980000	gray
Renan	160980001	161980000	gray
Renan	161980001	162980000	gray
Renan	162980001	164100000	gray
Renan	164100001	165100000	gray
Renan	165100001	166180000	black
Renan	166180001	167180000	gray
Renan	167180001	168200000	gray
Renan	168200001	169200000	gray
Renan	169200001	170200000	gray
Renan	170200001	171200000	gray
Renan	171200001	172200000	gray
Renan	172200001	173260000	gray
Renan	173260001	174260000	gray
Renan	174260001	175260000	gray
Renan	175260001	176260000	gray
Renan	176260001	177280000	gray
Renan	177280001	178280000	gray
Renan	178280001	179300000	gray
Renan	179300001	180300000	gray
Renan	180300001	181300000	gray
Renan	181300001	182300000	gray
Renan	182300001	183300000	gray
Renan	183300001	184360000	gray
Renan	184360001	185360000	gray
Renan	185360001	186360000	gray
Renan	186360001	187380000	gray
Renan	187380001	188480000	gray
Renan	188480001	189560000	gray
Renan	189560001	190560000	gray
Renan	190560001	191560000	gray
Renan	191560001	192560000	gray
Renan	192560001	193560000	gray
Renan	193560001	194560000	gray
Renan	194560001	195560000	gray
Renan	195560001	196580000	gray
Renan	196580001	197580000	gray
Renan	197580001	198580000	gray
Renan	198580001	199580000	gray
Renan	199580001	200580000	gray
Renan	200580001	201580000	gray
Renan	201580001	202580000	gray
Renan	202580001	203580000	gray
Renan	203580001	204600000	gray
Renan	204600001	205600000	gray
Renan	205600001	206600000	gray
Renan	206600001	207660000	gray
Renan	207660001	208660000	gray
Renan	208660001	209660000	gray
Renan	209660001	210740000	gray
Renan	210740001	211740000	gray
Renan	211740001	212740000	gray
Renan	212740001	213740000	gray
Renan	213740001	214740000	gray
Renan	214740001	215740000	gray
Renan	215740001	216740000	gray
Renan	216740001	217740000	gray
Renan	217740001	218800000	gray
Renan	218800001	219800000	gray
Renan	219800001	220800000	gray
Renan	220800001	221800000	gray
Renan	221800001	222800000	gray
Renan	222800001	223800000	gray
Renan	223800001	224880000	gray
Renan	224880001	225880000	gray
Renan	225880001	226880000	gray
Renan	226880001	227880000	gray
Renan	227880001	228880000	gray
Renan	228880001	229960000	gray
Renan	229960001	230960000	gray
Renan	230960001	231960000	gray
Renan	231960001	232960000	gray
Renan	232960001	233960000	gray
Renan	233960001	234960000	gray
Renan	234960001	236000000	gray
Renan	236000001	237040000	gray
Renan	237040001	238040000	gray
Renan	238040001	239040000	gray
Renan	239040001	240040000	gray
Renan	240040001	241080000	gray
Renan	241080001	242080000	gray
Renan	242080001	243080000	gray
Renan	243080001	244120000	gray
Renan	244120001	245180000	gray
Renan	245180001	246180000	gray
Renan	246180001	247180000	gray
Renan	247180001	248180000	gray
Renan	248180001	249180000	gray
Renan	249180001	250180000	gray
Renan	250180001	251180000	gray
Renan	251180001	252180000	gray
Renan	252180001	253180000	gray
Renan	253180001	254200000	gray
Renan	254200001	255200000	gray
Renan	255200001	256200000	gray
Renan	256200001	257200000	gray
Renan	257200001	258200000	gray
Renan	258200001	259200000	gray
Renan	259200001	260200000	gray
Renan	260200001	261200000	gray
Renan	261200001	262200000	gray
Renan	262200001	263200000	gray
Renan	263200001	264240000	gray
Renan	264240001	265240000	gray
Renan	265240001	266240000	gray
Renan	266240001	267240000	gray
Renan	267240001	268240000	gray
Renan	268240001	269240000	gray
Renan	269240001	270260000	gray
Renan	270260001	271260000	gray
Renan	271260001	272280000	gray
Renan	272280001	273280000	gray
Renan	273280001	274280000	gray
