Chr	Start	End	Colorval
Renan	1	1000000	gray
Renan	1000001	2000000	gray
Renan	2000001	3000000	black
Renan	3000001	4000000	black
Renan	4000001	5460000	white
Renan	5460001	6480000	black
Renan	6480001	7540000	white
Renan	7540001	8540000	white
Renan	8540001	9560000	white
Renan	9560001	10560000	white
Renan	10560001	11560000	white
Renan	11560001	12600000	black
Renan	12600001	13600000	gray
Renan	13600001	14600000	white
Renan	14600001	15680000	white
Renan	15680001	16680000	gray
Renan	16680001	17680000	white
Renan	17680001	18680000	white
Renan	18680001	19680000	white
Renan	19680001	20680000	white
Renan	20680001	21920000	white
Renan	21920001	22920000	white
Renan	22920001	23920000	white
Renan	23920001	24920000	white
Renan	24920001	25920000	white
Renan	25920001	26920000	white
Renan	26920001	27920000	white
Renan	27920001	28920000	gray
Renan	28920001	30160000	white
Renan	30160001	31200000	white
Renan	31200001	32220000	white
Renan	32220001	33220000	white
Renan	33220001	34240000	white
Renan	34240001	35240000	black
Renan	35240001	36360000	white
Renan	36360001	37420000	white
Renan	37420001	38420000	white
Renan	38420001	39420000	white
Renan	39420001	40420000	white
Renan	40420001	41420000	white
Renan	41420001	42420000	white
Renan	42420001	43440000	white
Renan	43440001	44480000	white
Renan	44480001	45500000	white
Renan	45500001	46540000	white
Renan	46540001	47540000	white
Renan	47540001	48540000	white
Renan	48540001	49540000	white
Renan	49540001	50540000	white
Renan	50540001	51620000	white
Renan	51620001	52680000	white
Renan	52680001	53680000	white
Renan	53680001	54680000	white
Renan	54680001	55680000	white
Renan	55680001	56720000	white
Renan	56720001	57720000	white
Renan	57720001	58840000	white
Renan	58840001	59840000	white
Renan	59840001	60840000	white
Renan	60840001	61840000	white
Renan	61840001	62840000	pink
Renan	62840001	63840000	white
Renan	63840001	64840000	white
Renan	64840001	65900000	pink
Renan	65900001	66900000	pink
Renan	66900001	67900000	pink
Renan	67900001	68900000	pink
Renan	68900001	69920000	pink
Renan	69920001	70920000	pink
Renan	70920001	71920000	pink
Renan	71920001	72920000	pink
Renan	72920001	73920000	pink
Renan	73920001	74920000	pink
Renan	74920001	75920000	white
Renan	75920001	76920000	white
Renan	76920001	77980000	white
Renan	77980001	78980000	white
Renan	78980001	79980000	white
Renan	79980001	80980000	white
Renan	80980001	81980000	white
Renan	81980001	82980000	white
Renan	82980001	83980000	white
Renan	83980001	84980000	black
Renan	84980001	86020000	white
Renan	86020001	87020000	white
Renan	87020001	88020000	white
Renan	88020001	89020000	white
Renan	89020001	90020000	white
Renan	90020001	91020000	white
Renan	91020001	92020000	white
Renan	92020001	93020000	white
Renan	93020001	94140000	gray
Renan	94140001	95140000	gray
Renan	95140001	96140000	gray
Renan	96140001	97200000	gray
Renan	97200001	98200000	gray
Renan	98200001	99200000	gray
Renan	99200001	100200000	gray
Renan	100200001	101200000	gray
Renan	101200001	102200000	gray
Renan	102200001	103260000	gray
Renan	103260001	104300000	gray
Renan	104300001	105340000	gray
Renan	105340001	106340000	gray
Renan	106340001	107340000	gray
Renan	107340001	108340000	gray
Renan	108340001	109340000	white
Renan	109340001	110340000	white
Renan	110340001	111340000	white
Renan	111340001	112340000	gray
Renan	112340001	113340000	gray
Renan	113340001	114340000	gray
Renan	114340001	115340000	gray
Renan	115340001	116340000	gray
Renan	116340001	117360000	gray
Renan	117360001	118360000	gray
Renan	118360001	119360000	gray
Renan	119360001	120360000	gray
Renan	120360001	121360000	gray
Renan	121360001	122360000	orange
Renan	122360001	123360000	orange
Renan	123360001	124380000	gray
Renan	124380001	125380000	orange
Renan	125380001	126400000	orange
Renan	126400001	127400000	orange
Renan	127400001	128480000	gray
Renan	128480001	129580000	gray
Renan	129580001	130620000	orange
Renan	130620001	131620000	gray
Renan	131620001	132620000	orange
Renan	132620001	133620000	gray
Renan	133620001	134620000	orange
Renan	134620001	135720000	orange
Renan	135720001	136740000	orange
Renan	136740001	137740000	orange
Renan	137740001	138740000	gray
Renan	138740001	139740000	orange
Renan	139740001	140740000	black
Renan	140740001	141740000	gray
Renan	141740001	142740000	gray
Renan	142740001	143740000	gray
Renan	143740001	144740000	orange
Renan	144740001	145740000	gray
Renan	145740001	146760000	gray
Renan	146760001	147760000	gray
Renan	147760001	148760000	gray
Renan	148760001	149760000	gray
Renan	149760001	150760000	orange
Renan	150760001	151760000	gray
Renan	151760001	152760000	orange
Renan	152760001	153760000	gray
Renan	153760001	154760000	gray
Renan	154760001	155760000	orange
Renan	155760001	156760000	orange
Renan	156760001	157780000	white
Renan	157780001	158920000	black
Renan	158920001	159920000	white
Renan	159920001	160920000	white
Renan	160920001	161940000	chartreuse
Renan	161940001	163040000	yellow
Renan	163040001	164040000	black
Renan	164040001	165040000	chartreuse
Renan	165040001	166040000	yellow
Renan	166040001	167040000	yellow
Renan	167040001	168040000	yellow
Renan	168040001	169040000	black
Renan	169040001	170040000	yellow
Renan	170040001	171340000	yellow
Renan	171340001	172340000	yellow
