Chr	Start	End	Colorval
Renan	1	1100000	black
Renan	1100001	2100000	white
Renan	2100001	3100000	gray
Renan	3100001	4100000	gray
Renan	4100001	5100000	gray
Renan	5100001	6100000	white
Renan	6100001	7120000	white
Renan	7120001	8160000	white
Renan	8160001	9160000	white
Renan	9160001	10260000	black
Renan	10260001	11260000	black
Renan	11260001	12260000	black
Renan	12260001	13260000	white
Renan	13260001	14260000	white
Renan	14260001	15260000	black
Renan	15260001	16380000	white
Renan	16380001	17480000	white
Renan	17480001	18480000	white
Renan	18480001	19480000	gray
Renan	19480001	20540000	black
Renan	20540001	21820000	white
Renan	21820001	22880000	gray
Renan	22880001	23880000	gray
Renan	23880001	24880000	gray
Renan	24880001	25880000	gray
Renan	25880001	26900000	gray
Renan	26900001	27980000	gray
Renan	27980001	29020000	gray
Renan	29020001	30020000	gray
Renan	30020001	31040000	gray
Renan	31040001	32040000	white
Renan	32040001	33040000	white
Renan	33040001	34060000	white
Renan	34060001	35080000	white
Renan	35080001	36080000	white
Renan	36080001	37200000	white
Renan	37200001	38200000	white
Renan	38200001	39280000	white
Renan	39280001	40280000	white
Renan	40280001	41280000	white
Renan	41280001	42320000	navy
Renan	42320001	43480000	navy
Renan	43480001	44500000	navy
Renan	44500001	45500000	black
Renan	45500001	46560000	navy
Renan	46560001	47560000	navy
Renan	47560001	48560000	navy
Renan	48560001	49560000	navy
Renan	49560001	50560000	navy
Renan	50560001	51560000	coral
Renan	51560001	52700000	coral
Renan	52700001	53700000	coral
Renan	53700001	54900000	coral
Renan	54900001	55900000	coral
Renan	55900001	56900000	coral
Renan	56900001	57900000	coral
Renan	57900001	58900000	white
Renan	58900001	59900000	gray
Renan	59900001	60900000	gray
Renan	60900001	61920000	gray
Renan	61920001	62980000	gray
Renan	62980001	63980000	gray
Renan	63980001	65020000	gray
Renan	65020001	66060000	gray
Renan	66060001	67060000	gray
Renan	67060001	68140000	gray
Renan	68140001	69140000	gray
Renan	69140001	70140000	gray
Renan	70140001	71160000	gray
Renan	71160001	72220000	gray
Renan	72220001	73220000	gray
Renan	73220001	74220000	gray
Renan	74220001	75280000	gray
Renan	75280001	76340000	gray
Renan	76340001	77360000	gray
Renan	77360001	78360000	gray
Renan	78360001	79420000	gray
Renan	79420001	80420000	gray
Renan	80420001	81420000	gray
Renan	81420001	82460000	gray
Renan	82460001	83560000	gray
Renan	83560001	84580000	gray
Renan	84580001	85600000	gray
Renan	85600001	86720000	gray
Renan	86720001	87720000	gray
Renan	87720001	88740000	gray
Renan	88760001	89760000	gray
Renan	89760001	90760000	gray
Renan	90760001	91780000	gray
Renan	91780001	92780000	gray
Renan	92780001	93900000	gray
Renan	93900001	94900000	gray
Renan	94900001	95900000	gray
Renan	95900001	96920000	gray
Renan	96920001	97920000	gray
Renan	97920001	98920000	gray
Renan	98920001	99940000	gray
Renan	99940001	100940000	gray
Renan	100940001	101980000	gray
Renan	101980001	102980000	gray
Renan	103000001	104040000	gray
Renan	104040001	105040000	gray
Renan	105040001	106040000	gray
Renan	106040001	107040000	gray
Renan	107040001	108040000	gray
Renan	108040001	109120000	gray
Renan	109120001	110120000	gray
Renan	110120001	111140000	gray
Renan	111140001	112160000	gray
Renan	112160001	113180000	gray
Renan	113180001	114180000	gray
Renan	114180001	115180000	gray
Renan	115180001	116200000	gray
Renan	116200001	117200000	gray
Renan	117200001	118200000	gray
Renan	118200001	119220000	gray
Renan	119220001	120220000	gray
Renan	120220001	121240000	gray
Renan	121240001	122260000	gray
Renan	122260001	123260000	gray
Renan	123260001	124280000	gray
Renan	124280001	125280000	gray
Renan	125280001	126280000	gray
Renan	126280001	127280000	gray
Renan	127280001	128280000	gray
Renan	128280001	129280000	gray
Renan	129280001	130420000	gray
Renan	130420001	131460000	gray
Renan	131460001	132460000	gray
Renan	132460001	133480000	gray
Renan	133480001	134520000	gray
Renan	134520001	135600000	gray
Renan	135600001	136600000	gray
Renan	136600001	137600000	gray
Renan	137600001	138620000	gray
Renan	138620001	139640000	gray
Renan	139640001	140640000	gray
Renan	140640001	141680000	gray
Renan	141680001	142680000	gray
Renan	142680001	143740000	gray
Renan	143740001	144740000	gray
Renan	144740001	145760000	gray
Renan	145760001	146760000	gray
Renan	146760001	147760000	gray
Renan	147760001	148760000	gray
Renan	148760001	149820000	gray
Renan	149820001	150820000	gray
Renan	150820001	151840000	gray
Renan	151840001	152840000	gray
Renan	152840001	153840000	gray
Renan	153840001	154840000	gray
Renan	154840001	155920000	gray
