Chr	Start	End	Colorval
Renan	1	1080000	white
Renan	1080001	2080000	white
Renan	2080001	3080000	black
Renan	3080001	4080000	white
Renan	4080001	5080000	black
Renan	5080001	6080000	white
Renan	6080001	7120000	black
Renan	7120001	8140000	white
Renan	8140001	9140000	white
Renan	9140001	10140000	white
Renan	10140001	11160000	white
Renan	11160001	12160000	white
Renan	12160001	13160000	white
Renan	13160001	14160000	white
Renan	14160001	15160000	white
Renan	15160001	16160000	white
Renan	16160001	17160000	white
Renan	17160001	18180000	black
Renan	18180001	19360000	white
Renan	19360001	20360000	white
Renan	20360001	21360000	white
Renan	21360001	22360000	white
Renan	22360001	23360000	black
Renan	23360001	24360000	white
Renan	24360001	25380000	white
Renan	25380001	26440000	white
Renan	26440001	27440000	white
Renan	27440001	28440000	white
Renan	28440001	29440000	white
Renan	29440001	30460000	black
Renan	30460001	31460000	black
Renan	31460001	32460000	white
Renan	32460001	33540000	white
Renan	33540001	34540000	white
Renan	34540001	35640000	white
Renan	35640001	36760000	white
Renan	36760001	37760000	white
Renan	37940001	39020000	white
Renan	39020001	40080000	white
Renan	40080001	41100000	white
Renan	41100001	42160000	white
Renan	42160001	43160000	gray
Renan	43160001	44160000	black
Renan	44160001	45160000	chartreuse
Renan	45160001	46180000	chartreuse
Renan	46180001	47180000	chartreuse
Renan	47180001	48180000	chartreuse
Renan	48180001	49180000	chartreuse
Renan	49180001	50180000	white
Renan	50180001	51180000	white
Renan	51180001	52180000	white
Renan	52180001	53200000	gray
Renan	53200001	54200000	white
Renan	54200001	55200000	white
Renan	55200001	56200000	white
Renan	56200001	57440000	white
Renan	57440001	58440000	white
Renan	58440001	59620000	white
Renan	59620001	60720000	white
Renan	60720001	61720000	white
Renan	61720001	62720000	white
Renan	62720001	63920000	white
Renan	63920001	64920000	white
Renan	64920001	65960000	white
Renan	65960001	66960000	gray
Renan	66960001	68120000	gray
Renan	68120001	69140000	gray
Renan	69140001	70140000	white
Renan	70140001	71140000	white
Renan	71140001	72140000	white
Renan	72140001	73140000	white
Renan	73140001	74140000	white
Renan	74140001	75140000	white
Renan	75140001	76140000	white
Renan	76140001	77160000	white
Renan	77160001	78160000	white
Renan	78160001	79160000	white
Renan	79160001	80160000	white
Renan	80160001	81160000	white
Renan	81160001	82200000	white
Renan	82200001	83200000	gray
Renan	83200001	84200000	gray
Renan	84200001	85220000	white
Renan	85220001	86320000	white
Renan	86320001	87320000	white
Renan	87320001	88320000	orange
Renan	88320001	89340000	orange
Renan	89340001	90340000	orange
Renan	90340001	91340000	white
Renan	91340001	92340000	white
Renan	92340001	93340000	white
Renan	93340001	94340000	white
Renan	94340001	95340000	white
Renan	95340001	96340000	white
Renan	96340001	97400000	gray
Renan	97400001	98400000	gray
Renan	98400001	99420000	gray
Renan	99420001	100420000	gray
Renan	100420001	101420000	gray
Renan	101420001	102420000	gray
Renan	102420001	103440000	gray
Renan	103440001	104660000	gray
Renan	104660001	105660000	gray
Renan	105660001	106660000	gray
Renan	106660001	107660000	white
Renan	107660001	108660000	white
Renan	108660001	109660000	gray
Renan	109660001	110660000	gray
Renan	110660001	111660000	gray
Renan	111660001	112700000	gray
Renan	112700001	113700000	white
Renan	113700001	114780000	white
Renan	114780001	115780000	white
Renan	115780001	116780000	white
Renan	116780001	117780000	white
Renan	117780001	118820000	white
Renan	118820001	119820000	white
Renan	119820001	120820000	white
Renan	120820001	121820000	white
Renan	121820001	122820000	black
Renan	122820001	123820000	white
Renan	123820001	124880000	white
Renan	124880001	126000000	white
Renan	126000001	127060000	white
Renan	127060001	128060000	chartreuse
Renan	128060001	129060000	chartreuse
Renan	129060001	130060000	sienna
Renan	130060001	131060000	sienna
Renan	131060001	132060000	sienna
Renan	132060001	133060000	sienna
Renan	133060001	134060000	sienna
Renan	134060001	135060000	sienna
Renan	135060001	136060000	sienna
Renan	136060001	137060000	sienna
Renan	137060001	138060000	sienna
Renan	138060001	139060000	sienna
Renan	139060001	140060000	sienna
Renan	140060001	141080000	sienna
Renan	141080001	142080000	sienna
Renan	142080001	143080000	sienna
Renan	143080001	144080000	gray
Renan	144080001	145080000	sienna
Renan	145080001	146120000	sienna
Renan	146120001	147140000	sienna
Renan	147140001	148140000	sienna
Renan	148140001	149140000	sienna
Renan	149140001	150140000	sienna
Renan	150140001	151140000	gray
Renan	151140001	152180000	gray
Renan	152180001	153220000	sienna
Renan	153220001	154260000	white
Renan	154260001	155260000	white
Renan	155260001	156260000	white
Renan	156260001	157280000	sienna
Renan	157280001	158280000	sienna
Renan	158280001	159280000	gray
Renan	159280001	160320000	chartreuse
Renan	160320001	161320000	chartreuse
Renan	161340001	162340000	white
Renan	162340001	163360000	white
Renan	163360001	164380000	chartreuse
Renan	164380001	165380000	chartreuse
Renan	165380001	166380000	gray
Renan	166380001	167380000	gray
Renan	167380001	168380000	gray
Renan	168380001	169380000	gray
Renan	169380001	170380000	gray
Renan	170380001	171380000	gray
Renan	171380001	172380000	gray
Renan	172380001	173380000	chartreuse
Renan	173380001	174380000	gray
Renan	174380001	175380000	chartreuse
Renan	175380001	176380000	gray
Renan	176380001	177380000	chartreuse
Renan	177380001	178380000	gray
Renan	178380001	179380000	chartreuse
Renan	179380001	180380000	chartreuse
Renan	180380001	181380000	chartreuse
Renan	181380001	182380000	chartreuse
Renan	182380001	183400000	chartreuse
Renan	183400001	184400000	chartreuse
Renan	184400001	185420000	orchid
Renan	185420001	186420000	gray
Renan	186420001	187420000	gray
Renan	187420001	188420000	gray
Renan	188420001	189480000	gray
Renan	189480001	190480000	gray
Renan	190480001	191480000	gray
Renan	191480001	192480000	gray
Renan	192480001	193500000	gray
Renan	193500001	194500000	gray
Renan	194500001	195500000	gray
Renan	195500001	196500000	gray
Renan	196500001	197540000	gray
Renan	197540001	198540000	gray
Renan	198540001	199540000	gray
Renan	199540001	200540000	black
Renan	200540001	201540000	gray
Renan	201540001	202580000	orchid
Renan	202580001	203580000	orchid
Renan	203580001	204580000	chartreuse
Renan	204580001	205580000	chartreuse
Renan	205580001	206580000	chartreuse
Renan	206580001	207580000	gray
Renan	207580001	208580000	chartreuse
Renan	208580001	209820000	chartreuse
Renan	209820001	210820000	chartreuse
Renan	210820001	211840000	chartreuse
Renan	211840001	213040000	chartreuse
Renan	213040001	214040000	chartreuse
Renan	214040001	215080000	gray
Renan	215080001	216080000	white
Renan	216080001	217120000	white
Renan	217120001	218140000	chartreuse
Renan	218140001	219240000	chartreuse
Renan	219240001	220460000	chartreuse
Renan	220460001	221500000	chartreuse
Renan	221500001	222500000	chartreuse
Renan	222500001	223500000	chartreuse
Renan	223500001	224500000	chartreuse
Renan	224500001	225500000	chartreuse
Renan	225500001	226500000	chartreuse
Renan	226500001	227500000	chartreuse
Renan	227500001	228520000	chartreuse
Renan	228520001	229520000	chartreuse
Renan	229520001	230620000	chartreuse
Renan	230620001	231640000	chartreuse
Renan	231660001	232980000	chartreuse
Renan	232980001	233980000	chartreuse
Renan	233980001	234980000	chartreuse
Renan	234980001	236000000	white
Renan	236000001	237000000	orchid
Renan	237000001	238080000	orchid
Renan	238080001	239080000	orchid
Renan	239080001	240080000	orchid
Renan	240080001	241080000	white
Renan	241080001	242080000	white
Renan	242080001	243080000	white
Renan	243080001	244080000	white
Renan	244080001	245080000	white
Renan	245080001	246080000	white
Renan	246080001	247080000	white
Renan	247080001	248080000	white
Renan	248080001	249080000	white
Renan	249080001	250080000	white
Renan	250080001	251100000	gray
Renan	251100001	252100000	orchid
Renan	252100001	253100000	white
Renan	253100001	254100000	white
Renan	254100001	255100000	white
Renan	255100001	256100000	white
Renan	256100001	257100000	white
Renan	257100001	258100000	white
Renan	258100001	259100000	orchid
Renan	259100001	260100000	black
Renan	260100001	261140000	orchid
Renan	261140001	262140000	orchid
Renan	262140001	263140000	orchid
Renan	263140001	264140000	orchid
Renan	264140001	265140000	orchid
Renan	265140001	266140000	chartreuse
Renan	266140001	267140000	chartreuse
Renan	267140001	268140000	chartreuse
Renan	268140001	269140000	chartreuse
Renan	269140001	270140000	chartreuse
Renan	270140001	271140000	chartreuse
Renan	271140001	272140000	chartreuse
Renan	272140001	273140000	chartreuse
Renan	273140001	274140000	chartreuse
Renan	274140001	275140000	chartreuse
Renan	275140001	276220000	chartreuse
Renan	276220001	277220000	chartreuse
Renan	277220001	278220000	chartreuse
Renan	278220001	279220000	chartreuse
Renan	279220001	280240000	chartreuse
Renan	280240001	281240000	chartreuse
Renan	281240001	282240000	chartreuse
Renan	282240001	283240000	chartreuse
Renan	283240001	284280000	chartreuse
Renan	284280001	285280000	chartreuse
Renan	285280001	286300000	chartreuse
Renan	286300001	287300000	chartreuse
Renan	287300001	288360000	chartreuse
Renan	288360001	289360000	chartreuse
Renan	289360001	290360000	chartreuse
Renan	290360001	291440000	chartreuse
Renan	291440001	292440000	chartreuse
Renan	292440001	293440000	chartreuse
Renan	293440001	294460000	chartreuse
Renan	294460001	295460000	chartreuse
Renan	295460001	296460000	chartreuse
Renan	296460001	297460000	chartreuse
Renan	297460001	298480000	chartreuse
Renan	298480001	299480000	chartreuse
Renan	299480001	300480000	chartreuse
Renan	300480001	301580000	chartreuse
Renan	301580001	302640000	chartreuse
Renan	302640001	303640000	chartreuse
Renan	303640001	304660000	chartreuse
Renan	304660001	305660000	chartreuse
Renan	305660001	306660000	chartreuse
Renan	306660001	307660000	chartreuse
Renan	307660001	308660000	chartreuse
Renan	308660001	309660000	chartreuse
Renan	309660001	310660000	chartreuse
Renan	310660001	311660000	chartreuse
Renan	311660001	312660000	chartreuse
Renan	312660001	313660000	chartreuse
Renan	313660001	314660000	chartreuse
Renan	314660001	315660000	chartreuse
Renan	315660001	316660000	chartreuse
Renan	316660001	317680000	chartreuse
Renan	317680001	318680000	chartreuse
Renan	318680001	319680000	chartreuse
Renan	319680001	320680000	chartreuse
Renan	320680001	321680000	chartreuse
Renan	321680001	322680000	chartreuse
Renan	322680001	323680000	black
Renan	323680001	324680000	chartreuse
Renan	324680001	325680000	chartreuse
Renan	325680001	326740000	chartreuse
Renan	326740001	327740000	chartreuse
Renan	327740001	328740000	chartreuse
Renan	328740001	329740000	chartreuse
Renan	329740001	330740000	chartreuse
Renan	330740001	331780000	chartreuse
Renan	331780001	332800000	chartreuse
Renan	332800001	333800000	chartreuse
Renan	333800001	334820000	chartreuse
Renan	334820001	335820000	chartreuse
Renan	335820001	336820000	chartreuse
Renan	336820001	337820000	chartreuse
Renan	337820001	338820000	chartreuse
Renan	338820001	339860000	chartreuse
Renan	339860001	340860000	chartreuse
Renan	340860001	341860000	chartreuse
Renan	341860001	342860000	chartreuse
Renan	342860001	343860000	chartreuse
Renan	343860001	344860000	chartreuse
Renan	344860001	345860000	chartreuse
Renan	345860001	346860000	chartreuse
Renan	346860001	347880000	chartreuse
Renan	347880001	348880000	chartreuse
Renan	348880001	349900000	chartreuse
Renan	349900001	350900000	white
Renan	350900001	351980000	white
Renan	351980001	352980000	chartreuse
Renan	352980001	353980000	chartreuse
Renan	353980001	354980000	chartreuse
Renan	354980001	355980000	chartreuse
Renan	355980001	357340000	chartreuse
Renan	357340001	358400000	chartreuse
Renan	358400001	359400000	chartreuse
Renan	359400001	360400000	chartreuse
Renan	360400001	361400000	chartreuse
Renan	361400001	362400000	white
