Chr	Start	End	Colorval
Renan	1	1000000	gray
Renan	1000001	2020000	gray
Renan	2020001	3020000	gray
Renan	3020001	4020000	gray
Renan	4020001	5020000	white
Renan	5020001	6020000	white
Renan	6020001	7020000	white
Renan	7020001	8020000	white
Renan	8020001	9020000	white
Renan	9020001	10040000	gray
Renan	10040001	11060000	white
Renan	11060001	12060000	white
Renan	12060001	13060000	white
Renan	13060001	14080000	white
Renan	14080001	15080000	gray
Renan	15080001	16080000	gray
Renan	16080001	17080000	gray
Renan	17080001	18080000	gray
Renan	18080001	19100000	gray
Renan	19100001	20160000	gray
Renan	20160001	21160000	gray
Renan	21160001	22220000	gray
Renan	22220001	23220000	gray
Renan	23220001	24220000	gray
Renan	24220001	25220000	gray
Renan	25220001	26220000	gray
Renan	26220001	27320000	gray
Renan	27320001	28360000	gray
Renan	28360001	29360000	gray
Renan	29360001	30360000	gray
Renan	30360001	31380000	gray
Renan	31380001	32440000	gray
Renan	32440001	33500000	gray
Renan	33500001	34580000	gray
Renan	34580001	35580000	gray
Renan	35580001	36580000	gray
Renan	36580001	37700000	gray
Renan	37700001	38800000	gray
Renan	38800001	39800000	gray
Renan	39800001	40800000	gray
Renan	40800001	41820000	gray
Renan	41820001	42880000	gray
Renan	42880001	43880000	gray
Renan	43880001	45020000	gray
Renan	45020001	46100000	gray
Renan	46100001	47100000	gray
Renan	47100001	48140000	gray
Renan	48140001	49140000	gray
Renan	49140001	50140000	gray
Renan	50140001	51160000	gray
Renan	51160001	52160000	gray
Renan	52160001	53160000	gray
Renan	53160001	54160000	gray
Renan	54160001	55160000	gray
Renan	55160001	56160000	gray
Renan	56160001	57360000	orchid
Renan	57360001	58360000	orchid
Renan	58360001	59360000	orchid
Renan	59360001	60360000	gray
Renan	60360001	61360000	gray
Renan	61360001	62360000	gray
Renan	62360001	64940000	gray
Renan	64940001	65940000	gray
Renan	65940001	66940000	gray
Renan	66940001	67960000	gray
Renan	67960001	69000000	gray
Renan	69000001	70000000	gray
Renan	70000001	71000000	gray
Renan	71000001	72000000	gray
Renan	72000001	73000000	gray
Renan	73000001	74000000	gray
Renan	74000001	75000000	gray
Renan	75000001	76080000	gray
Renan	76080001	77080000	gray
Renan	77080001	78080000	gray
Renan	78080001	79080000	gray
Renan	79080001	80080000	gray
Renan	80080001	81080000	gray
Renan	81080001	82080000	gray
Renan	82080001	83260000	gray
Renan	83260001	84320000	gray
Renan	84320001	85320000	gray
Renan	85320001	86320000	gray
Renan	86340001	87340000	gray
Renan	87340001	88340000	gray
Renan	88340001	89340000	gray
Renan	89340001	90340000	gray
Renan	90340001	91340000	white
Renan	91340001	92460000	white
Renan	92460001	93460000	gray
Renan	93460001	94460000	gray
Renan	94460001	95540000	white
Renan	95540001	96540000	gray
Renan	96540001	97620000	gray
Renan	97620001	98620000	gray
Renan	98620001	99620000	gray
Renan	99620001	100700000	gray
Renan	100700001	101700000	gray
Renan	101700001	102820000	gray
Renan	102820001	103820000	gray
Renan	103820001	104820000	gray
Renan	104820001	105880000	gray
Renan	105880001	106980000	white
Renan	106980001	107980000	gray
Renan	107980001	109040000	gray
Renan	109040001	110040000	gray
Renan	110040001	111140000	gray
Renan	111140001	112320000	gray
Renan	112320001	113340000	gray
Renan	113460001	114520000	gray
Renan	114520001	115520000	gray
Renan	115520001	116520000	gray
Renan	116520001	117520000	gray
Renan	117520001	118540000	gray
Renan	118540001	119600000	gray
Renan	119600001	120600000	gray
Renan	120600001	121620000	gray
Renan	121620001	122620000	gray
Renan	122620001	123660000	gray
Renan	123660001	124680000	gray
Renan	124680001	125680000	gray
Renan	125680001	126680000	gray
Renan	126680001	127680000	white
Renan	127680001	128780000	gray
