Chr	Start	End	Colorval
Renan	1	1000000	gray
Renan	1000001	2000000	gray
Renan	2000001	3000000	gray
Renan	3000001	4000000	white
Renan	4000001	5000000	black
Renan	5000001	6100000	gray
Renan	6100001	7100000	gray
Renan	7100001	8120000	gray
Renan	8120001	9120000	gray
Renan	9120001	10120000	gray
Renan	10120001	11120000	gray
Renan	11120001	12160000	white
Renan	12160001	13160000	white
Renan	13160001	14200000	white
Renan	14200001	15200000	gray
Renan	15200001	16200000	gray
Renan	16200001	17200000	white
Renan	17200001	18200000	white
Renan	18200001	19200000	gray
Renan	19200001	20200000	gray
Renan	20200001	21200000	gray
Renan	21200001	22220000	gray
Renan	22220001	23220000	gray
Renan	23220001	24220000	gray
Renan	24220001	25220000	gray
Renan	25220001	26280000	white
Renan	26280001	27300000	white
Renan	27300001	28300000	white
Renan	28300001	29300000	gray
Renan	29300001	30300000	white
Renan	30300001	31300000	gray
Renan	31300001	32300000	gray
Renan	32300001	33300000	gray
Renan	33300001	34300000	gray
Renan	34300001	35300000	gray
Renan	35300001	36300000	gray
Renan	36300001	37300000	gray
Renan	37300001	38300000	white
Renan	38300001	39300000	gray
Renan	39300001	40300000	white
Renan	40300001	41320000	white
Renan	41320001	42320000	white
Renan	42320001	43320000	white
Renan	43320001	44320000	white
Renan	44320001	45440000	white
Renan	45440001	46440000	white
Renan	46440001	47440000	white
Renan	47440001	48440000	orange
Renan	48440001	49440000	orange
Renan	49440001	50580000	orange
Renan	50580001	51620000	orange
Renan	51620001	52620000	orange
Renan	52620001	53640000	orange
Renan	53640001	54640000	orange
Renan	54640001	55640000	orange
Renan	55640001	56680000	orange
Renan	56680001	57680000	orange
Renan	57680001	58700000	orange
Renan	58700001	59720000	orange
Renan	59720001	60720000	white
Renan	60720001	61720000	white
Renan	61720001	62720000	gray
Renan	62720001	63720000	gray
Renan	63720001	64720000	gray
Renan	64720001	65720000	gray
Renan	65720001	66720000	gray
Renan	66720001	67720000	gray
Renan	67720001	68720000	gray
Renan	68720001	69720000	gray
Renan	69720001	70720000	gray
Renan	70720001	71720000	gray
Renan	71720001	72720000	gray
Renan	72720001	73720000	gray
Renan	73720001	74720000	gray
Renan	74720001	75720000	gray
Renan	75720001	76720000	gray
Renan	76720001	77720000	white
Renan	77720001	78720000	gray
Renan	78720001	79720000	gray
Renan	79720001	80720000	gray
Renan	80720001	81720000	gray
Renan	81720001	82720000	gray
Renan	82720001	83720000	gray
Renan	83720001	84740000	gray
Renan	84740001	85760000	gray
Renan	85760001	86780000	gray
Renan	86780001	87780000	gray
Renan	87780001	88780000	gray
Renan	88780001	89780000	gray
Renan	89780001	90780000	gray
Renan	90780001	91780000	gray
Renan	91780001	92780000	gray
Renan	92780001	93780000	gray
Renan	93780001	94780000	gray
Renan	94780001	95780000	gray
Renan	95780001	96780000	gray
Renan	96780001	97780000	gray
Renan	97780001	98860000	gray
Renan	98860001	99860000	gray
Renan	99860001	100860000	white
Renan	100860001	101860000	white
Renan	101860001	102880000	white
Renan	102880001	103920000	white
Renan	103920001	104960000	white
Renan	104960001	106020000	yellow
Renan	106020001	107020000	black
Renan	107020001	108140000	yellow
Renan	108140001	109140000	yellow
Renan	109140001	110140000	yellow
Renan	110140001	111140000	yellow
Renan	111140001	112140000	yellow
Renan	112140001	113140000	yellow
Renan	113140001	114180000	yellow
Renan	114180001	115180000	yellow
Renan	115180001	116180000	yellow
Renan	116180001	117180000	yellow
Renan	117180001	118200000	yellow
Renan	118200001	119220000	yellow
Renan	119220001	120220000	yellow
Renan	120220001	121220000	yellow
Renan	121220001	122300000	yellow
Renan	122300001	123300000	yellow
Renan	123300001	124320000	yellow
Renan	124320001	125320000	yellow
Renan	125320001	126320000	yellow
Renan	126320001	127320000	yellow
Renan	127320001	128460000	yellow
Renan	128460001	129460000	yellow
Renan	129460001	130500000	yellow
Renan	130500001	131500000	yellow
Renan	131500001	132500000	yellow
Renan	132500001	133500000	yellow
Renan	133500001	134500000	yellow
Renan	134500001	135520000	yellow
Renan	135520001	136560000	yellow
Renan	136560001	137560000	yellow
Renan	137560001	138560000	yellow
Renan	138560001	139560000	yellow
Renan	139560001	140560000	yellow
Renan	140560001	141560000	gray
Renan	141560001	142560000	gray
Renan	142560001	143560000	gray
Renan	143560001	144560000	gray
Renan	144560001	145560000	gray
Renan	145560001	146560000	gray
Renan	146560001	147560000	gray
Renan	147560001	148560000	gray
Renan	148560001	149560000	gray
Renan	149560001	150560000	gray
Renan	150560001	151560000	gray
Renan	151560001	152560000	gray
Renan	152560001	153560000	gray
Renan	153560001	154560000	gray
Renan	154560001	155560000	gray
Renan	155560001	156620000	gray
Renan	156620001	157620000	gray
Renan	157620001	158620000	gray
Renan	158620001	159620000	gray
Renan	159620001	160620000	gray
Renan	160620001	161620000	gray
Renan	161620001	162620000	gray
Renan	162620001	163640000	gray
Renan	163640001	164640000	gray
Renan	164640001	165640000	gray
