Chr	Start	End	Colorval
Renan	1	1180000	white
Renan	1180001	2180000	white
Renan	2180001	3180000	white
Renan	3180001	4180000	white
Renan	4180001	5280000	white
Renan	5280001	6340000	black
Renan	6340001	7340000	white
Renan	7340001	8340000	white
Renan	8340001	9400000	black
Renan	9400001	10400000	white
Renan	10400001	11440000	white
Renan	11440001	12440000	white
Renan	12440001	13820000	black
Renan	13820001	14880000	black
Renan	14880001	15880000	black
Renan	15880001	17000000	black
Renan	17000001	18000000	white
Renan	18000001	19000000	white
Renan	19000001	20100000	white
Renan	20100001	21140000	black
Renan	21140001	22520000	white
Renan	22520001	23640000	white
Renan	23640001	24660000	white
Renan	24660001	25660000	black
Renan	25660001	26660000	black
Renan	26660001	27660000	black
Renan	27660001	28680000	black
Renan	28680001	29680000	black
Renan	29680001	30680000	black
Renan	30680001	31680000	white
Renan	31680001	32680000	white
Renan	32680001	33680000	black
Renan	33680001	34680000	white
Renan	34680001	35720000	black
Renan	35720001	36760000	gray
Renan	36760001	37860000	gray
Renan	37860001	38860000	gray
Renan	38860001	39860000	white
Renan	39860001	41000000	white
Renan	41000001	42000000	white
Renan	42000001	43060000	white
Renan	43060001	44060000	white
Renan	44060001	45060000	gray
Renan	45060001	46060000	gray
Renan	46060001	47060000	gray
Renan	47060001	48060000	white
Renan	48060001	49060000	white
Renan	49060001	50060000	white
Renan	50060001	51060000	white
Renan	51060001	52080000	chartreuse
Renan	52080001	53240000	chartreuse
Renan	53240001	54300000	chartreuse
Renan	54300001	55300000	gray
Renan	55300001	56300000	gray
Renan	56300001	57360000	gray
Renan	57360001	58360000	gray
Renan	58360001	59360000	gray
Renan	59360001	60380000	gray
Renan	60380001	61380000	gray
Renan	61380001	62380000	gray
Renan	62380001	63380000	gray
Renan	63380001	64400000	gray
Renan	64400001	65400000	gray
Renan	65400001	66420000	gray
Renan	66420001	67420000	gray
Renan	67420001	68440000	gray
Renan	68440001	69480000	gray
Renan	69480001	70480000	gray
Renan	70480001	71540000	gray
Renan	71540001	72600000	gray
Renan	72600001	73600000	gray
Renan	73600001	74600000	gray
Renan	74600001	75620000	gray
Renan	75620001	76620000	gray
Renan	76620001	77660000	gray
Renan	77660001	78660000	gray
Renan	78660001	79660000	gray
Renan	79660001	80660000	gray
Renan	80660001	81660000	gray
Renan	81660001	82660000	gray
Renan	82660001	83660000	gray
Renan	83660001	84660000	gray
Renan	84660001	85660000	gray
