Chr	Start	End	Colorval
Renan	1	1000000	black
Renan	1000001	2040000	black
Renan	2040001	3040000	black
Renan	3040001	4060000	black
Renan	4060001	5100000	black
Renan	5100001	6100000	black
Renan	6100001	7100000	green
Renan	7100001	8100000	white
Renan	8100001	9100000	white
Renan	9100001	10220000	white
Renan	10220001	11380000	white
Renan	11380001	12580000	black
Renan	12580001	13580000	white
Renan	13580001	14580000	white
Renan	14580001	15580000	gray
Renan	15580001	16580000	gray
Renan	16580001	17580000	white
Renan	17580001	18580000	white
Renan	18580001	19580000	white
Renan	19580001	20580000	white
Renan	20580001	21600000	white
Renan	21600001	22600000	white
Renan	22600001	23600000	white
Renan	23600001	24600000	white
Renan	24600001	25600000	gray
Renan	25600001	26600000	gray
Renan	26600001	27600000	gray
Renan	27600001	28600000	gray
Renan	28600001	29600000	gray
Renan	29600001	30600000	white
Renan	30600001	31600000	white
Renan	31600001	32600000	white
Renan	32600001	33600000	white
Renan	33600001	34600000	white
Renan	34600001	35600000	white
Renan	35600001	36600000	white
Renan	36600001	37600000	white
Renan	37600001	38600000	white
Renan	38600001	39600000	white
Renan	39600001	40600000	white
Renan	40600001	41660000	gray
Renan	41660001	42660000	gray
Renan	42660001	43660000	gray
Renan	43660001	44740000	gray
Renan	44740001	45740000	gray
Renan	45740001	46740000	gray
Renan	46740001	47740000	gray
Renan	47740001	48740000	gray
Renan	48740001	49740000	gray
Renan	49740001	50740000	gray
Renan	50740001	51740000	white
Renan	51740001	52740000	white
Renan	52740001	53740000	chartreuse
Renan	53740001	54760000	chartreuse
Renan	54760001	55760000	chartreuse
Renan	55760001	56780000	chartreuse
Renan	56780001	57780000	chartreuse
Renan	57780001	58780000	gray
Renan	58780001	59780000	chartreuse
Renan	59780001	60780000	white
Renan	60780001	61780000	white
Renan	61780001	62780000	white
Renan	62780001	63780000	white
Renan	63780001	64780000	gray
Renan	64780001	65780000	white
Renan	65780001	66780000	white
Renan	66780001	67840000	white
Renan	67840001	68840000	white
Renan	68840001	69840000	chartreuse
Renan	69840001	70840000	chartreuse
Renan	70840001	71840000	chartreuse
Renan	71840001	72840000	chartreuse
Renan	72840001	73840000	chartreuse
Renan	73840001	74840000	chartreuse
Renan	74840001	75840000	chartreuse
Renan	75840001	76840000	chartreuse
Renan	76840001	77960000	chartreuse
Renan	77960001	78960000	chartreuse
Renan	78960001	80120000	chartreuse
Renan	80120001	81120000	chartreuse
Renan	81120001	82120000	chartreuse
Renan	82120001	83160000	chartreuse
Renan	83160001	84160000	chartreuse
Renan	84160001	85160000	gray
Renan	85160001	86160000	chartreuse
Renan	86160001	87160000	chartreuse
Renan	87160001	88160000	chartreuse
Renan	88160001	89160000	chartreuse
Renan	89160001	90160000	gray
Renan	90160001	91160000	chartreuse
Renan	91160001	92160000	chartreuse
Renan	92160001	93160000	chartreuse
Renan	93160001	94160000	gray
Renan	94160001	95160000	chartreuse
Renan	95160001	96200000	gray
Renan	96200001	97240000	chartreuse
Renan	97240001	98240000	chartreuse
Renan	98320001	99320000	chartreuse
Renan	99320001	100320000	chartreuse
Renan	100320001	101320000	chartreuse
Renan	101320001	102320000	chartreuse
Renan	102320001	103320000	chartreuse
Renan	103320001	104320000	chartreuse
Renan	104320001	105360000	chartreuse
Renan	105360001	106360000	chartreuse
Renan	106360001	107360000	chartreuse
Renan	107360001	108380000	chartreuse
Renan	108380001	109380000	chartreuse
Renan	109380001	110380000	chartreuse
Renan	110380001	111380000	gray
Renan	111380001	112380000	chartreuse
Renan	112380001	113380000	chartreuse
Renan	113380001	114380000	chartreuse
Renan	114380001	115380000	gray
Renan	115380001	116380000	gray
Renan	116380001	117380000	gray
Renan	117380001	118380000	gray
Renan	118380001	119380000	gray
Renan	119380001	120380000	gray
Renan	120380001	121380000	gray
