Chr	Start	End	Colorval
Renan	1	1000000	white
Renan	1000001	2000000	white
Renan	2000001	3000000	white
Renan	3000001	4020000	white
Renan	4020001	5020000	gray
Renan	5020001	6020000	white
Renan	6020001	7020000	red
Renan	7020001	8020000	red
Renan	8020001	9080000	red
Renan	9080001	10080000	gray
Renan	10080001	11080000	gray
Renan	11080001	12080000	gray
Renan	12080001	13080000	gray
Renan	13080001	14120000	gray
Renan	14120001	15120000	gray
Renan	15120001	16140000	gray
Renan	16140001	17220000	gray
Renan	17220001	18220000	black
Renan	18220001	19220000	white
Renan	19220001	20240000	white
Renan	20240001	21300000	gray
Renan	21300001	22300000	gray
Renan	22300001	23300000	black
Renan	23340001	24340000	gray
Renan	24340001	25340000	gray
Renan	25340001	26340000	gray
Renan	26340001	27340000	gray
Renan	27340001	28420000	gray
Renan	28420001	29420000	gray
Renan	29420001	30420000	gray
Renan	30420001	31420000	gray
Renan	31420001	32480000	orange
Renan	32480001	33480000	orange
Renan	33480001	34480000	gray
Renan	34480001	35480000	gray
Renan	35480001	36480000	gray
Renan	36480001	37480000	gray
Renan	37480001	38480000	gray
Renan	38480001	39500000	gray
Renan	39500001	40520000	gray
Renan	40520001	41560000	gray
Renan	41560001	42580000	gray
Renan	42580001	43600000	gray
Renan	43600001	44620000	gray
Renan	44620001	45740000	gray
Renan	45740001	46740000	gray
Renan	46740001	47740000	gray
Renan	47740001	48740000	gray
Renan	48740001	49740000	gray
Renan	49740001	50800000	gray
Renan	50800001	51800000	gray
Renan	51800001	52800000	gray
Renan	52800001	53820000	gray
Renan	53820001	54820000	gray
Renan	54820001	55820000	gray
Renan	55820001	56840000	gray
Renan	56840001	57980000	gray
Renan	57980001	58980000	gray
Renan	58980001	59980000	gray
Renan	59980001	60980000	gray
Renan	60980001	61980000	gray
Renan	61980001	63200000	gray
Renan	63200001	64220000	gray
Renan	64220001	65220000	gray
Renan	65220001	66220000	gray
Renan	66220001	67220000	gray
Renan	67220001	68220000	gray
Renan	68220001	69220000	gray
Renan	69220001	70260000	gray
Renan	70260001	71260000	gray
Renan	71260001	72280000	gray
